"ID","Joke"
31235,"This is an emergency! *Begs to borrow strangers phone *starts scrolling through pics"
31236,"16 zombie actors injured on movie set. Saddly no one noticed for 3 hours."
31237,"Every semicolon I have ever used has been a complete guess"
31238,"Ugh Starbucks spelled my name right again and now I have nothing to Instagram."
31239,"Justin Timberlake postponing his Buffalo show Sat. & then going on Fallon is like that time I called in sick & tweeted a selfie on a boat."
31240,"Although it may be true that I don't have a lot of friends, I do however have a significant amount of strangers that don't bother me."
31241,"M: What do you want for dinner? H: I don't care, you decide M: Sushi? H: No, but whatever. M: Mexican? H: Nah, but your call. He's dead now"
31242,"6yo: I wish I was a bird so I could poop on peoples heads. 7yo: why do you need to be a bird? my 7yo is ready for twitter."
31243,"The government is so screwed up and dysfunctional, I'm amazed I haven't tried to date it yet"
31244,"Welcome to Bed Bath & Beyond, here's your gun, shoot anything that comes out of the Beyond"
31245,"""I know what you look like naked"" - me to my girlfriends identical twin sister, every single time I see her."
31246,"I'm glad the guy who came up with ""No means no"" didn't do the whole dictionary"
31247,"What's with this 'running with scissors' bullshit? Why would you run with scissors? Are you that excited to cut paper?"
31248,"Chemists do tell jokes, but there's no reaction because all their people skills Argon. Omg, that's Sodium funny, right? Na? Okay."
31249,"I sexually identify with the black guy in a horror movie because this won't last long and we all know it"
31250,"I'm the perfect man if you don't factor in looks, depth of character, emotional availability, intelligence or financial well being."
31251,"She's got the face of an angel, a heart of gold, & a body that won't quit. Who cares that she curses like a trucker and drinks like a fish."
31252,"If she doesn't have a new hair style by the time you're done, you're doing it wrong."
31253,"At this point most of the hugs I'm involved in are just my kids using me as a napkin."
31254,"Just hit a white kid with dreadlocks with my car. He understood why."
31255,"Me: ""Hello? Yeah hi I'm calling about your commercial where the woman looks really happy cleaning the kitchen, what's her number?"""
31256,"The reason that there are so many tweets about cats is that people with dogs go outside."
31257,"I can't believe how different life was before *googles* Al Gore invented the Internet"
31258,"When someone tries to tell me they can't do something, I'm like ""you ever hear of the Power of Grayskull?"""
31259,"Kesha dropping the $ sign from her name just shows how bad the economy really is"
31260,"A recent study has found that women who carry a little extra weight live longer than the men who mention it."
31261,"NO, I will not come get candy from your van, Im not craz.. Oh cookies? Hmm. Double stuff?! You don't say! The white one w/ no windows? Sure!"
31262,"I'm 70% water and 40% bad at math."
31263,"*kicks house door down* I SAID HAVE YOU ACCEPTED JESUS INTO YOUR LIFE?"
31264,"""I'd like you to meet my half sister."" ""Different fathers?"" ""Shark attack."""
31265,"honey, i think the milk's gone bad ""i only bought it yesterday"" yeah well, look at this.. *milk is running a meth lab in the fridge*"
31266,"Fun fact: When swimming upstream, salmon can jump up as high as 6 feet. Unless its a white salmon."
31267,"[lying with girlfriend & looking up at the stars] ""Hey--"" *points to shooting star* ""You've put on a lot of weight."""
31268,"I just spent ten minutes waving back to a guy in a storefront window before I realized he was just cleaning the glass."
31269,"I'm not afraid to die, I'm afraid my friends will give me the funeral I told them I wanted when I was drunk."
31270,"I'm eating this banana sideways so my husband doesn't get the wrong idea."
31271,"Son: Will you please just try to act normal today? Me: You're going to have to be more specific."
31272,"If you see someone crying, ask if it's because of their haircut."
31273,"If I had to choose one word that encapsulates me, I'd say skin."
31274,"Lost in a corn maze? Light it on fire. Turn it into a popcorn maze. Eat your way out."
31275,"In retrospect, replying ""Happy as a serial killer in a skin suit factory"", probably wasn't the best way to respond to my therapist."
31276,"The janitor squints at the unfinished equation, picks up the chalk and scrawls methodically. Soon all the eights have top-hats like snowmen."
31277,"I've been calling my wife ""honey"" for 12 years because I don't know how to tell her I forgot her name."
31278,"I don't even have a theory where Malaysia is."
31279,"12: Dad, if Mary gave birth to Jesus and Jesus is the lamb of god, didn't Mary have a little lamb? Me: And you came with a no return policy"
31280,"Me: Did you hear what I just said? Him: Yes Me: What did I say? Him: Did you hear what I just said"
31281,"Covering your ears and screaming ""OH NO! IT'S THOSE VOICES AGAIN"" is not appreciated by your coworkers. Apparently."
31282,"Your Bio says you like music. That's amazing. Seems like everybody else around here hates music. Kindred spirits, you and I."
31283,"Boss: Is that beer? You're not supposed to drink at work! Me: You're not supposed to cheat on your wife. Boss: You're doing a great job."
31284,"Boss: Why is Pizza Hut listed as your emergency contact? Me: Because if things ever get crazy, they'll know where to find me."
31285,"America: Where stairs are only used for emergency escape purposes."
31286,"When there were a lot footprints in the sand, that was a bunch of jesus's chasing you"
31287,"*stands by cucumbers at grocery store *feels intimidated *hides by baby carrots *gets ego boost"
31288,"Sign: ""No alcohol past this point."" Translation: Bet you can't chug this entire beer, right now."
31289,"Chivalry is just the study of green onions right?"
31290,"Just found a new app that that tells you which one of your friends are boring. It's called Facebook."
31291,"If alcohol kills millions of brain cells, how come it never killed the ones that made me want to drink?"
31292,"One more glass of wine and my ""only a lesbian from the waist up"" rule is about to go out the window."
31293,"My husband doesn't like it when I say we are ""married"" with quotation marks."
31294,"Ways To Win My Heart: 1) Be smoking hot 2) Be thin 3) Be a pig 4) Be bacon"
31295,"I don't trust people who say ""I married my best friend"" because I don't think dogs can truly consent to marriage."
31296,"Media, stop using the phrase 'breaking news'. It's been broken for some time now."
31297,"if a cop pulls u over play dead"
31298,"Dad I'm gay *Dad rips newspaper* ""WHAT"" I like guys dad ""Oh thank god. I thought you were happy for a second"""
31299,"The definition of Irony: Your job sucks Your kids suck Your life sucks Your wife...doesn't"
31300,"So if Humpty Dumpty is an egg, what species is the thing inside him? Another egg? ""No I mean do you have any questions about the job?"""
31301,"Jellyfish have survived here on Earth for 650 million years without brains. Great news for stupid people."
31302,"Yesterday I extinguished a colleague's cigarette at the office with a water pistol. Adds firefighter to resume"
31303,"Wearing my lesbian boots today. Well, they're faux lesbian. I don't believe in using lesbians for leather, even if they're farm-raised."
31304,"Cheerleaders are there to tell you that your team needs to score more points & the name of your team in case you forget at any given moment"
31305,"*wife walks in* *sees cheese balls everywhere* *shakes head* ""what? 8 won't get better at catching food in his mouth if we don't practice"""
31306,"To the girl with the nazi swastika avi that just rt'd me...... You just rt'd a Jew!!!! Enjoy your evening shalom"
31307,"""HELP!"" Joe pants. ""WHAT IS IT JOE?"" I belt. ""I THINK SOMEBODY SWITCHED OUR ARTICULATORY VERBS WITH CLOTHING WORDS."" He cardigans."
31308,"*Hits rock bottom. *Receives welcome basket from Twitter."
31309,"I'm Lactose Intolerant, which means I rarely find missing children."
31310,"2night's funniest bit: a fellow comic enters the room &, given a choice between talking w/ me & w/ a homeless man, chooses the homeless man."
31311,"I saw a dog taking a dump and I totally thought of you."
31312,"A young Bruce Wayne falls into a cave full of pugs. He later becomes Pugman and keeps the streets of Gotham clean and downright adorable."
31313,"The good thing about being tall is, you can't get lost in a crowd. The bad thing is, you can't get lost in a crowd."
